mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
6,14,1,OH,5507,JFK,766,19.92,179,-34
10,26,3,OO,6750,ORD,264,6.85,74,-15
10,5,3,UA,909,ORD,888,15.38,162,-12
10,11,2,AA,1291,JFK,1090,5.75,200,-22
10,23,0,WN,2039,SFO,414,21.92,90,-19
8,28,0,AA,2296,ORD,678,11.42,115,51
6,17,4,UA,914,SFO,2419,7.80,307,-30
5,27,5,OO,5979,ORD,122,16.97,49,NA
11,17,3,B6,215,JFK,2465,15.98,393,NA
5,14,6,AA,2185,LGA,1097,6.00,170,-2
6,26,6,AA,763,LGA,1389,17.42,230,15
8,19,5,UA,188,SFO,2521,22.58,324,2
3,14,1,US,2140,LGA,185,19.00,77,-27
0,31,4,AA,2353,ORD,802,19.33,145,NA
8,24,3,UA,134,SFO,1846,8.88,246,0
10,7,5,UA,1234,ORD,783,19.40,127,18
7,16,6,AA,2077,ORD,585,10.42,105,NA
5,16,1,OO,6200,ORD,196,6.00,60,19
5,23,1,B6,1075,JFK,288,14.98,91,43
7,11,1,B6,1065,JFK,1522,13.17,232,94
9,15,3,US,15,JFK,2153,6.67,336,19
11,28,0,AA,1342,ORD,1005,18.75,155,33
11,27,6,OO,6343,SFO,372,7.77,84,-5
6,22,2,AA,1307,LGA,764,15.67,145,19
2,30,0,AA,1551,LGA,764,18.83,155,44
2,19,3,B6,187,JFK,2248,6.75,341,-1
7,8,5,UA,5,JFK,2586,6.00,375,-8
7,20,3,UA,314,ORD,412,21.63,86,-9
11,1,1,AA,1276,SFO,1736,13.08,220,56
10,22,6,WN,3544,SMF,358,18.75,70,24
1,2,6,OO,5443,SFO,329,16.00,95,19
6,19,6,B6,615,JFK,829,13.58,142,29
0,13,0,WN,2558,SJC,621,11.67,105,-8
5,4,3,UA,138,SFO,1846,12.63,254,18
11,20,6,US,259,SFO,651,9.00,119,NA
4,10,6,OH,5139,LGA,292,8.92,108,-31
0,2,3,AA,1835,ORD,1846,15.58,280,70
8,21,0,UA,508,ORD,763,19.23,123,-17
7,26,2,AA,763,LGA,1389,17.42,230,-9
6,1,2,WN,2451,SJC,1838,7.67,245,-9
2,24,1,B6,133,JFK,1074,10.17,205,-12
8,1,1,WN,694,SJC,621,16.00,110,8
2,18,2,AA,2321,ORD,802,11.83,150,NA
8,9,2,UA,136,SFO,1846,9.98,249,-8
9,15,3,OO,6382,SFO,522,7.12,92,-4
1,29,5,AA,1899,LGA,887,6.00,165,-10
2,11,2,OH,5673,LGA,641,11.00,151,-1
5,22,0,UA,1114,ORD,783,13.47,131,28
3,11,5,US,58,SMF,397,20.67,83,-4
8,11,4,B6,177,JFK,2153,8.25,322,-7
5,4,3,OH,5523,LGA,431,8.00,116,15
0,7,1,WN,706,SFO,414,11.17,90,71
0,23,3,B6,916,ORD,740,16.08,141,178
4,11,0,AA,1734,SFO,1464,0.67,190,12
11,21,0,AA,751,LGA,1389,13.48,260,117
9,21,2,WN,1857,SJC,417,13.25,80,-11
2,8,6,US,2185,LGA,214,18.00,81,89
6,8,2,B6,22,JFK,209,22.92,80,20
6,25,5,UA,780,SFO,550,20.97,96,-10
5,5,4,UA,27,JFK,2475,15.83,371,9
3,19,6,B6,115,JFK,1182,18.50,225,39
0,30,3,AA,1120,ORD,258,14.08,70,NA
11,31,3,B6,101,JFK,1028,10.60,178,15
6,14,1,UA,807,SFO,337,20.05,97,15
7,3,0,OO,5449,SMF,86,17.63,47,7
0,2,3,AA,1891,ORD,1745,20.58,275,81
5,24,2,OO,6397,SFO,363,15.50,82,65
6,31,4,UA,536,ORD,867,13.92,144,83
9,17,5,UA,274,SFO,1482,11.82,207,-2
3,28,1,UA,515,ORD,1781,20.33,269,28
3,11,5,OO,5889,ORD,925,14.83,166,95
8,20,6,UA,1187,SFO,326,18.83,69,8
8,20,6,UA,820,SFO,679,12.87,129,-11
4,30,5,OH,5094,ORD,264,16.25,77,74
11,4,4,OH,6565,LGA,610,21.85,120,24
7,31,0,OO,5967,ORD,693,17.92,136,-9
2,10,1,US,1781,LGA,544,14.67,122,-14
3,7,1,AA,321,LGA,733,11.50,150,14
4,16,5,OO,5570,SFO,262,17.65,81,-7
0,12,6,AA,1635,JFK,1597,8.08,235,23
8,21,0,US,1489,LGA,544,18.92,127,17
6,3,4,UA,669,LGA,733,7.00,143,NA
3,18,5,OO,6015,ORD,557,9.77,108,24
1,17,0,WN,2283,SFO,414,18.25,85,106
4,14,3,WN,3775,SMF,358,6.75,70,-7
4,17,6,OO,5875,ORD,196,8.00,59,1
4,16,5,AA,2464,ORD,740,16.83,155,99
4,30,5,OH,5394,LGA,641,19.58,136,139
2,7,5,AA,1374,ORD,1197,14.50,180,29
9,22,3,UA,410,SMF,910,6.00,136,8
0,10,4,UA,55,SFO,2367,13.58,336,45
7,13,3,AA,1140,SJC,1438,13.83,220,-25
0,8,2,OO,3853,TUS,601,12.50,107,2
11,9,2,OO,5981,ORD,557,20.30,117,NA
0,2,3,AA,1087,ORD,837,20.17,140,49
0,17,4,AA,1797,ORD,258,11.67,65,37
7,19,2,UA,638,ORD,719,9.02,126,44
8,16,2,AA,2090,SFO,1464,11.00,210,95
11,25,4,B6,65,JFK,1005,11.00,182,-22
9,5,0,AA,439,ORD,334,14.42,90,-15
1,24,0,AA,1513,ORD,888,18.83,160,8
0,31,4,AA,358,ORD,733,16.67,135,NA
5,22,0,WN,2175,SMF,480,10.33,90,1
0,8,2,AA,1823,ORD,1144,9.00,175,23
11,9,2,AA,1733,ORD,1440,19.08,230,87
7,27,3,WN,970,SFO,651,8.83,125,-18
6,21,1,UA,1510,SFO,651,8.43,121,-10
10,24,1,AA,363,LGA,733,19.48,155,-16
5,6,5,UA,755,ORD,1721,8.23,267,-9
3,8,2,OH,5659,JFK,425,15.42,108,-11
2,7,5,UA,566,ORD,606,18.25,116,91
2,25,2,WN,3415,SFO,337,12.67,85,34
6,27,0,OO,6053,ORD,949,19.98,163,-3
11,21,0,B6,165,JFK,2454,19.33,406,NA
6,20,0,AA,360,ORD,733,15.33,135,54
10,5,3,OO,5761,SFO,315,20.47,88,3
0,20,0,AA,6,OGG,3711,18.08,420,-24
11,7,0,UA,470,ORD,678,21.32,117,-11
11,11,4,OO,6406,SFO,451,10.80,94,20
4,23,5,OH,5424,LGA,610,9.45,141,23
3,3,4,AA,1058,ORD,1144,19.08,175,29
5,25,3,OO,5985,ORD,323,19.67,80,17
9,16,4,UA,681,LGA,733,12.98,156,-24
1,14,4,OO,6016,ORD,738,7.25,133,2
3,26,6,UA,851,LGA,733,10.00,148,-12
2,11,2,B6,918,ORD,740,19.00,139,-30
7,22,5,AA,1472,SFO,1846,13.42,255,59
2,18,2,WN,466,SMF,480,14.58,85,20
0,21,1,WN,841,SFO,337,18.33,90,122
6,29,2,UA,549,ORD,334,11.08,86,34
3,22,2,WN,662,SJC,342,19.50,75,-1
6,8,2,AA,2079,ORD,1723,8.33,245,-6
9,2,4,AA,860,ORD,235,21.92,64,-1
7,22,5,B6,908,ORD,740,11.92,146,18
3,11,5,AA,1058,ORD,1005,19.42,150,111
1,16,6,AA,721,LGA,1389,9.98,266,NA
10,11,2,AA,1020,TUS,813,9.25,130,-12
8,18,4,US,704,SFO,2296,7.17,292,43
0,5,6,OO,6384,SFO,522,9.33,94,-2
0,1,2,AA,597,ORD,1041,19.00,180,43
5,17,2,OH,5703,JFK,213,12.42,94,31
7,24,0,UA,59,SFO,2367,9.00,319,-7
5,3,2,WN,464,SJC,342,12.67,75,-1
9,13,1,OO,5445,SFO,191,13.83,67,24
6,24,4,UA,478,SFO,1464,10.67,213,16
5,13,5,WN,3591,SMF,373,21.42,80,27
11,22,1,B6,173,JFK,2569,18.50,422,NA
1,27,3,UA,546,ORD,240,13.18,68,-7
1,11,1,OO,5893,ORD,1437,10.17,226,16
7,27,3,AA,759,LGA,1389,16.42,225,141
1,12,2,OO,6197,ORD,139,8.00,57,5
6,22,2,OO,5946,ORD,588,15.55,113,-4
4,31,6,AA,705,LGA,1389,7.00,215,NA
5,5,4,AA,1358,ORD,867,20.67,135,140
6,21,1,OO,5944,ORD,557,15.98,116,2
1,20,3,AA,695,LGA,1076,9.75,205,-27
8,16,2,OH,6742,ORD,740,11.58,153,-13
5,2,1,OO,5820,SFO,326,13.08,70,17
3,24,4,UA,1128,ORD,622,15.92,117,28
9,15,3,B6,31,JFK,944,10.92,162,-10
6,1,2,OO,5443,SFO,329,15.92,93,53
1,29,5,US,716,ORD,678,11.58,123,38
9,29,3,AA,1768,ORD,678,16.08,135,-12
1,27,3,B6,807,JFK,1069,17.75,200,21
5,18,3,WN,3919,SFO,414,18.17,90,-14
5,19,4,WN,1967,SMF,479,19.67,85,49
8,29,1,WN,838,SJC,308,16.08,75,-7
1,3,0,AQ,207,OGG,100,10.67,34,0
10,6,4,OH,6764,ORD,740,9.55,137,18
6,7,1,WN,2726,SFO,447,14.00,85,22
1,23,6,AA,1341,ORD,1846,7.50,275,NA
0,31,4,AA,1329,LGA,950,17.98,170,19
2,26,3,US,397,SMF,397,14.00,84,17
6,20,0,OH,5570,LGA,461,18.67,108,268
3,2,3,OO,5981,ORD,557,20.00,108,30
11,5,5,UA,548,SFO,599,12.83,115,-14
7,19,2,AA,1622,SJC,342,16.00,75,48
1,3,0,WN,1546,SJC,333,19.75,70,39
3,4,5,OO,6072,TUS,639,9.83,114,20
10,22,6,US,206,SMF,647,12.60,109,16
0,25,5,AA,2200,SMF,1431,6.00,205,-7
11,5,5,OO,5882,ORD,773,13.25,124,-6
1,26,2,AA,336,ORD,733,21.58,115,91
3,22,2,OO,3973,TUS,601,16.08,110,49
0,6,0,AA,1846,SJC,1438,15.58,205,-21
2,12,3,AA,358,ORD,733,16.67,135,36
4,19,1,OO,5709,SMF,207,21.08,64,78
6,23,3,B6,300,SJC,324,19.42,73,-9
9,18,6,OO,6350,SFO,363,11.62,80,-12
6,8,2,AA,127,JFK,2446,15.42,330,-12
10,6,4,UA,914,SFO,2419,7.93,304,21
8,24,3,AA,309,LGA,733,8.08,150,-7
1,7,4,US,425,SJC,621,12.73,111,-5
6,27,0,OO,6519,SJC,308,17.80,80,0
2,14,5,UA,608,ORD,612,10.00,105,-8
8,20,6,B6,399,LGA,950,21.00,168,-35
7,19,2,WN,3306,SMF,373,11.75,85,-13
5,23,1,OH,5593,JFK,264,13.98,98,73
7,27,3,OH,5594,LGA,544,17.25,137,16
6,24,4,UA,959,ORD,888,20.07,155,-9
11,5,5,AA,1521,ORD,1437,19.83,230,-18
1,21,4,OO,5426,SFO,86,21.83,41,50
10,30,0,WN,3232,SFO,447,11.58,90,16
11,7,0,AA,1843,ORD,1721,8.50,275,60
1,3,0,OO,5815,ORD,196,16.78,64,100
2,9,0,US,1571,ORD,678,16.42,132,26
3,1,2,US,1445,LGA,335,15.67,100,12
5,12,4,B6,470,SJC,2689,20.92,330,-3
10,28,5,AA,1339,ORD,1723,19.25,265,-45
2,1,6,WN,555,SJC,342,17.33,75,-7
4,7,3,AA,1765,ORD,258,19.42,65,62
4,28,3,AA,709,LGA,1389,8.92,225,260
1,18,1,UA,182,ORD,606,16.62,116,71
8,21,0,OO,6460,ORD,717,15.83,124,15
0,1,2,UA,580,ORD,622,10.67,113,19
0,6,0,B6,128,JFK,267,22.92,79,17
6,8,2,UA,892,SFO,2586,10.20,354,54
0,5,6,WN,2645,SJC,188,16.75,55,105
5,14,6,B6,606,JFK,274,17.58,100,396
6,11,5,B6,79,JFK,944,21.33,187,64
3,12,6,AA,2074,ORD,1197,20.00,175,100
5,5,4,AA,353,LGA,733,18.42,160,106
5,27,5,UA,673,LGA,733,9.08,152,NA
10,9,0,UA,941,ORD,888,17.25,158,4
5,16,1,AA,406,ORD,647,10.33,115,32
5,7,6,UA,820,SFO,679,12.42,125,43
5,3,2,US,728,SFO,2521,13.33,331,31
1,4,1,UA,719,ORD,588,19.92,120,170
3,9,3,UA,719,ORD,588,20.67,111,12
5,2,1,WN,184,SJC,417,10.50,80,-8
8,3,3,UA,776,ORD,264,13.22,79,-8
1,16,6,UA,1142,ORD,473,13.38,91,7
2,8,6,UA,1518,ORD,1005,8.00,153,28
3,6,0,UA,863,ORD,1846,18.50,278,24
4,24,6,AA,1733,ORD,1440,19.83,225,16
1,16,6,AA,1087,ORD,837,20.17,140,0
3,23,3,OO,6336,SFO,192,7.23,53,3
9,8,3,AA,2393,LGA,761,15.50,160,121
0,31,4,UA,1524,SFO,414,16.03,92,31
6,23,3,OH,5539,JFK,589,21.50,149,NA
11,19,5,AA,1098,ORD,606,14.50,120,0
11,27,6,UA,392,ORD,594,19.58,106,NA
1,2,6,OO,4006,SFO,599,7.50,111,16
2,25,2,AA,510,ORD,235,19.00,75,83
5,9,1,OH,5551,LGA,585,11.75,140,-4
6,19,6,UA,10,SFO,2586,11.42,354,42
0,31,4,UA,127,ORD,1745,18.50,271,262
10,22,6,B6,916,ORD,740,16.08,147,41
4,25,0,B6,99,JFK,2576,9.58,374,25
5,16,1,B6,43,JFK,944,19.50,183,268
1,28,4,AA,1407,ORD,1745,12.25,270,73
8,23,2,OH,6661,JFK,426,8.25,117,13
4,2,5,UA,1166,SFO,337,18.17,89,-13
11,20,6,AA,1853,JFK,944,15.58,185,41
11,9,2,UA,437,ORD,403,8.35,93,3
8,15,1,OO,6703,ORD,491,21.25,99,-13
2,4,2,B6,707,JFK,1597,21.00,242,-30
8,18,4,WN,415,SJC,333,6.75,75,-12
2,17,1,WN,416,SJC,188,11.17,55,-7
5,4,3,UA,1498,ORD,1182,8.48,181,22
10,7,5,WN,142,TUS,321,18.33,60,6
7,4,1,UA,245,ORD,888,9.08,149,93
10,12,3,UA,604,ORD,612,8.08,107,-20
0,20,0,WN,338,SFO,337,9.08,90,NA
1,27,3,UA,789,ORD,334,17.17,92,-1
7,22,5,UA,121,ORD,1745,12.37,251,68
1,20,3,WN,1291,SMF,1790,7.17,235,-8
0,31,4,B6,115,JFK,1182,18.50,225,42
2,1,6,AA,769,JFK,1597,6.58,230,39
2,27,4,AA,580,ORD,612,20.25,104,191
6,18,5,HA,180,OGG,84,12.08,31,86
2,30,0,AA,1904,ORD,1197,17.83,180,138
0,21,1,UA,109,ORD,1745,10.00,269,65
10,24,1,US,2181,LGA,214,16.00,74,6
0,26,6,WN,2380,SMF,480,19.83,85,25
4,11,0,WN,1914,SJC,417,13.58,80,-2
3,4,5,OH,5469,JFK,740,16.75,178,29
2,26,3,B6,351,JFK,2465,6.58,373,23
0,11,5,WN,3946,SJC,296,11.08,60,NA
3,19,6,UA,47,JFK,2475,9.50,373,52
5,13,5,OO,6380,SFO,522,10.73,95,12
11,1,1,WN,2930,SJC,333,14.33,70,34
8,16,2,OH,6714,LGA,834,15.83,164,44
11,26,5,AA,2353,ORD,802,19.25,155,NA
1,7,4,OO,5951,ORD,491,8.25,108,7
2,23,0,AA,780,ORD,1197,6.25,170,6
4,5,1,UA,318,SFO,967,15.75,152,-2
10,1,6,AA,1646,SFO,1736,6.25,225,-14
1,23,6,AA,1165,JFK,1090,8.25,190,53
4,17,6,UA,837,JFK,2586,7.08,378,2
5,14,6,OO,6387,SFO,421,22.33,84,-19
6,23,3,OH,5691,JFK,289,8.33,105,7
2,21,5,OO,5912,ORD,316,10.67,73,NA
9,5,0,WN,1041,SFO,414,9.58,100,-23
3,5,6,US,58,SMF,397,20.67,84,-13
0,28,1,AA,554,SFO,1846,16.58,245,31
3,20,0,UA,688,ORD,733,16.00,137,NA
5,15,0,AA,442,SFO,2585,11.92,335,46
0,7,1,UA,149,ORD,1846,15.08,270,223
6,13,0,AA,2090,SFO,1464,11.17,215,79
6,29,2,AA,400,ORD,867,9.75,140,-12
1,13,3,AA,1565,ORD,334,7.25,90,105
8,8,1,OO,5991,ORD,522,19.98,107,22
3,10,4,AA,2093,LGA,1097,11.83,185,373
11,22,1,UA,824,SFO,2704,14.25,332,259
2,18,2,AA,317,LGA,733,9.92,165,32
2,6,4,AA,1994,SFO,1464,9.42,200,18
0,14,1,OO,5576,SFO,262,18.50,79,4
11,13,6,OH,6731,JFK,425,13.83,117,-7
11,14,0,UA,29,JFK,2475,18.92,387,54
0,8,2,WN,3831,SJC,308,8.92,75,9
1,4,1,AA,1559,LGA,1097,17.08,190,64
10,20,4,OO,6336,SFO,192,7.98,58,-4
0,5,6,AA,201,JFK,2475,6.50,375,-13
10,15,6,HA,515,OGG,100,22.73,34,-5
5,10,2,WN,3059,SFO,447,20.92,85,-3
2,26,3,B6,1085,JFK,541,17.00,135,11
4,22,4,OO,5472,SFO,77,11.98,42,140
6,28,1,WN,729,SFO,447,7.00,85,-7
5,14,6,OO,5674,SFO,199,14.62,66,70
6,19,6,UA,15,JFK,2586,15.42,382,17
3,10,4,WN,2126,SFO,651,12.42,120,30
8,20,6,OO,5556,SFO,199,17.52,65,2
2,30,0,OO,3763,SJC,585,10.20,113,-6
8,4,4,AA,1005,ORD,1739,10.42,265,16
2,17,1,AA,1417,ORD,1515,14.50,240,48
1,22,5,US,2171,LGA,214,11.00,75,NA
6,28,1,OH,5490,JFK,145,14.92,80,25
4,6,2,OO,6439,ORD,213,20.78,62,28
0,22,2,AA,1253,ORD,258,21.50,65,132
1,21,4,AA,485,ORD,585,21.17,110,26
0,8,2,OO,6055,ORD,222,16.18,65,NA
6,25,5,UA,168,SJC,948,14.07,143,49
11,18,4,US,1433,LGA,544,6.58,120,12
3,25,5,OO,5806,ORD,654,14.55,111,27
5,4,3,AA,1847,JFK,1391,7.83,215,94
11,21,0,AA,597,ORD,1041,18.17,185,41
2,21,5,B6,713,JFK,1597,6.00,224,21
8,5,5,US,1881,ORD,599,17.75,116,12
10,30,0,AA,309,LGA,733,7.83,160,-15
1,16,6,UA,872,SFO,2419,11.17,303,-15
2,7,5,UA,1137,SFO,337,17.15,84,-3
4,2,5,AA,1637,ORD,1437,9.83,220,106
4,6,2,UA,646,ORD,719,13.17,155,26
3,17,4,UA,75,SFO,2398,12.75,317,-10
9,4,6,UA,137,ORD,1846,8.02,274,10
7,19,2,UA,831,ORD,1846,7.05,267,3
8,15,1,UA,205,ORD,416,12.18,88,-2
0,30,3,UA,249,SFO,337,19.00,92,NA
8,30,2,OO,6226,ORD,584,14.38,111,38
11,19,5,US,2128,LGA,185,13.00,62,NA
2,31,1,UA,220,SFO,2419,16.08,305,37
7,29,5,B6,89,JFK,2430,20.00,367,27
4,19,1,WN,1068,SMF,358,11.75,70,31
6,26,6,OH,5592,JFK,187,19.42,104,71
10,27,4,UA,1524,SFO,414,15.83,98,-1
11,27,6,AA,810,ORD,612,13.17,105,17
0,24,4,OO,6408,SFO,451,13.90,94,101
3,19,6,OO,5886,ORD,84,16.75,50,-4
6,28,1,US,612,SFO,651,9.17,120,11
10,11,2,UA,519,ORD,299,20.58,80,53
5,19,4,OO,6167,ORD,84,17.85,46,6
0,6,0,UA,927,SFO,337,22.42,82,50
1,19,2,B6,63,JFK,1005,6.00,170,48
2,10,1,WN,78,SJC,386,16.17,80,-7
1,4,1,US,1571,ORD,678,16.42,131,184
2,10,1,AA,341,LGA,733,16.48,170,-8
7,1,5,AA,325,ORD,258,9.00,65,2
6,23,3,AA,1677,ORD,1726,18.83,255,-21
3,11,5,B6,649,JFK,2586,20.17,395,232
4,27,2,UA,212,ORD,723,17.92,123,-21
1,8,5,AA,1686,ORD,647,7.17,105,NA
3,14,1,AA,319,ORD,258,13.00,65,17
11,28,0,UA,466,SFO,967,15.67,146,80
11,14,0,AA,699,ORD,1745,19.08,270,29
5,12,4,AA,789,ORD,888,15.58,155,41
5,27,5,UA,1201,ORD,334,16.33,91,63
0,12,6,OO,5445,SFO,191,13.67,66,-13
3,26,6,OH,5592,JFK,187,19.17,98,11
9,11,6,OO,5590,SFO,158,7.67,60,21
0,27,0,OO,5741,SFO,78,10.92,45,143
5,25,3,AA,496,ORD,612,6.50,105,-6
10,20,4,B6,95,JFK,2576,18.50,421,12
9,25,6,UA,654,ORD,719,15.83,156,267
0,8,2,UA,669,LGA,733,7.00,156,38
9,2,4,US,782,SFO,2296,13.08,294,21
6,7,1,AA,1544,SFO,1846,10.75,260,84
2,21,5,B6,1073,JFK,288,8.08,96,23
3,10,4,AA,1311,ORD,1721,11.58,260,7
7,7,4,WN,3059,SFO,447,20.92,85,123
7,15,5,OO,5560,SFO,77,6.33,39,NA
6,20,0,AA,2073,ORD,2072,13.92,285,-1
1,9,6,UA,1530,ORD,1005,11.25,153,37
1,1,5,AA,1751,ORD,925,12.00,165,110
2,24,1,WN,635,TUS,365,12.00,75,5
9,1,3,OO,6416,SFO,896,11.80,139,1
4,2,5,AA,2189,LGA,1097,7.50,175,1
2,24,1,UA,395,ORD,1723,18.83,265,NA
3,7,1,OH,5139,LGA,292,8.42,95,50
0,30,3,UA,344,SFO,550,10.67,105,33
7,8,5,UA,864,ORD,763,14.12,125,44
4,27,2,B6,215,JFK,2465,15.92,356,47
8,21,0,UA,149,ORD,1846,14.93,277,51
0,9,3,US,2167,LGA,214,9.00,82,-4
6,13,0,OH,5529,LGA,585,13.48,130,0
3,14,1,US,732,SFO,2296,8.92,300,17
2,19,3,B6,1008,JFK,187,12.92,63,18
11,17,3,WN,1483,SMF,389,19.92,75,NA
9,5,0,OO,3904,SFO,599,6.17,113,-2
5,25,3,OO,6102,ORD,240,21.80,71,23
5,4,3,OH,5348,ORD,264,7.83,76,123
4,4,0,B6,197,JFK,2248,10.25,334,16
10,28,5,AA,761,ORD,258,10.58,70,-14
0,1,2,UA,557,ORD,1846,12.50,287,13
0,27,0,UA,161,ORD,1835,17.33,283,77
2,2,0,UA,1524,SFO,414,14.87,91,56
0,27,0,AA,1713,LGA,1097,15.33,190,53
5,10,2,OH,5609,JFK,184,16.17,100,NA
7,15,5,AA,1917,JFK,944,15.92,165,67
0,10,4,OO,5724,SFO,78,15.33,42,NA
8,25,4,US,700,ORD,678,11.50,124,-6
6,20,0,B6,97,JFK,1626,20.08,272,176
0,22,2,AA,24,SFO,2586,8.00,320,5
9,29,3,AA,2329,ORD,802,13.42,145,-19
2,17,1,AA,442,SFO,2585,12.50,315,15
10,26,3,US,658,SFO,2521,10.92,311,19
3,7,1,UA,618,ORD,612,15.00,109,0
8,26,5,AA,2317,ORD,802,10.58,145,-17
0,14,1,UA,186,SFO,2521,14.92,320,69
4,21,3,B6,1057,JFK,340,20.58,117,-24
7,22,5,AA,1713,LGA,1097,15.25,195,65
6,2,3,UA,548,SFO,599,13.08,118,-17
10,16,0,UA,789,ORD,334,17.08,89,42
11,22,1,UA,478,SFO,1464,10.60,207,15
0,4,5,UA,650,SFO,599,12.80,111,NA
11,25,4,UA,679,LGA,733,12.00,159,-11
2,7,5,OO,5718,SFO,78,13.52,42,11
3,30,3,AA,1617,LGA,950,11.00,170,28
7,8,5,OH,5195,JFK,892,11.48,164,45
6,30,3,B6,36,JFK,264,21.00,99,157
4,2,5,OO,6077,ORD,438,15.92,97,NA
5,28,6,AA,2060,SMF,1431,14.08,205,NA
3,9,3,OO,6356,SFO,599,21.18,103,18
11,2,2,OO,6585,ORD,213,14.93,63,-2
10,25,2,UA,428,SFO,447,10.55,101,-7
4,25,0,AA,2345,ORD,802,17.75,150,-6
3,10,4,US,415,ORD,1440,17.17,228,141
5,11,3,UA,279,LGA,1619,9.50,262,NA
11,14,0,AA,1456,SFO,1846,14.50,255,0
7,8,5,OO,4097,ORD,264,13.78,73,16
5,15,0,OH,5299,JFK,740,9.25,170,32
1,3,0,AA,1258,ORD,1012,13.42,155,28
1,25,1,UA,243,ORD,888,8.00,157,-6
0,7,1,OH,5268,LGA,292,19.00,101,-14
6,18,5,UA,9,JFK,2586,21.17,413,90
1,22,5,OO,5488,SFO,329,21.42,93,67
2,29,6,UA,1184,SFO,967,5.92,151,-25
1,11,1,UA,1107,ORD,316,16.33,82,49
4,3,6,OO,5572,SFO,329,10.35,92,-11
9,14,2,AA,85,JFK,2586,14.92,370,16
6,17,4,WN,1750,SMF,480,20.58,85,-7
11,21,0,AA,743,LGA,1389,12.50,255,27
1,28,4,OO,5978,ORD,978,20.28,168,9
6,24,4,AA,1339,ORD,1723,18.33,255,140
6,20,0,UA,557,ORD,1162,17.25,185,216
4,15,4,AA,345,ORD,1041,20.42,165,35
10,12,3,B6,1002,JFK,187,7.08,75,-17
4,9,5,OH,5516,JFK,187,21.48,93,NA
7,14,4,UA,1243,ORD,299,20.13,72,125
2,14,5,AA,547,ORD,1652,10.25,255,18
2,17,1,OO,5932,ORD,416,14.17,87,46
8,21,0,AA,1067,ORD,925,9.58,155,NA
1,25,1,OO,6371,ORD,1013,9.75,176,138
1,5,2,UA,1147,ORD,802,14.92,153,71
1,4,1,UA,385,ORD,334,15.00,85,183
11,3,3,OO,4822,SFO,599,13.00,113,60
1,6,3,UA,473,ORD,1726,19.92,266,NA
3,24,4,AA,1768,ORD,678,15.67,135,16
2,17,1,AA,2363,ORD,1009,12.83,170,28
4,9,5,B6,52,JFK,267,9.42,81,-20
11,20,6,B6,69,JFK,1028,14.98,189,44
0,14,1,OO,5590,SFO,158,7.60,62,1
5,8,0,AA,1872,ORD,1005,11.50,155,28
3,12,6,UA,155,ORD,1846,20.35,271,135
1,11,1,WN,1231,SMF,479,19.00,90,-6
2,17,1,UA,330,ORD,678,19.65,123,-13
3,17,4,AA,1307,LGA,764,15.67,145,-23
1,8,5,AA,2247,ORD,1120,9.08,165,67
11,9,2,AA,18,SFO,2586,22.92,320,19
3,29,2,WN,328,TUS,365,15.42,75,0
2,24,1,OO,6644,TUS,639,6.45,113,17
2,13,4,AA,337,LGA,733,15.67,165,17
3,3,4,B6,807,JFK,1069,17.75,194,9
4,21,3,AA,1720,SJC,1438,9.33,205,-22
6,29,2,B6,602,JFK,274,20.08,101,233
3,16,3,OO,5850,ORD,67,18.08,47,NA
11,8,1,B6,101,JFK,1028,10.60,178,-24
11,27,6,WN,95,SJC,386,21.92,80,73
11,6,6,HA,19,SMF,2462,8.50,330,141
6,13,0,AA,309,ORD,1440,10.00,220,NA
6,28,1,OH,5436,LGA,834,15.98,169,62
6,9,3,OO,6597,SFO,192,18.48,60,-12
11,3,3,UA,111,SFO,447,14.00,94,-11
5,25,3,UA,543,ORD,1498,20.55,237,-4
5,3,2,US,329,ORD,1515,18.67,227,195
3,9,3,AA,1768,ORD,678,15.67,135,NA
5,16,1,AA,874,ORD,867,19.00,140,71
4,12,1,AA,1210,ORD,867,12.33,140,19
4,7,3,UA,102,SFO,1846,11.73,251,NA
2,4,2,UA,39,SFO,2338,17.05,335,-24
6,1,2,OO,6350,SFO,363,11.68,82,71
0,11,5,OO,5781,SMF,207,6.83,65,5
2,17,1,UA,527,ORD,1829,9.95,283,10
5,18,3,WN,1252,SFO,651,9.17,120,-2
5,10,2,UA,1160,ORD,678,10.53,123,-4
11,2,2,UA,1468,SFO,414,22.65,93,-25
6,28,1,OO,6760,ORD,286,10.85,83,-9
4,18,0,WN,2300,SMF,389,14.92,75,2
9,6,1,OO,6044,ORD,607,9.17,106,-3
0,29,2,OH,5440,JFK,106,18.33,102,-68
3,5,6,UA,554,ORD,783,16.50,129,48
6,11,5,AA,2337,ORD,802,16.08,145,15
2,2,0,AA,731,LGA,1389,11.25,250,-39
11,11,4,AA,1362,ORD,740,13.33,135,94
0,25,5,UA,53,JFK,2475,11.67,375,61
2,2,0,B6,919,JFK,740,21.25,177,24
7,20,3,OO,5839,ORD,978,8.32,152,-3
7,17,0,WN,281,SMF,358,15.08,70,-1
1,2,6,WN,155,SJC,386,9.17,80,-2
9,6,1,AA,59,JFK,2586,7.08,375,0
7,8,5,UA,909,ORD,888,14.90,155,-17
0,8,2,B6,647,JFK,2586,18.42,405,62
0,2,3,AA,1345,ORD,1745,14.08,270,NA
